Item Name,Item URL,Item Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1685041924&sprefix=ba%2Caps%2C283&sr=8-143,399,3.7 out of 5 stars,114,"[""ADISA Women's Girls Party Sling Bag Crossbody""]",B0B2WBJ2H8,"['Outer Material: PU / Synthetic LeatherClosure: MagneticPockets: 1, Compartments: 1Height Adjustable Sling beltDimensions: LxWxH - 7.2 x 2.5 x 6.2 inches']",Visit the ADISA Store
Impulse rucksack bags 75 litres travel bag for men tourist bag for travel backpack for hiking trekking Bag for men camping thames blue bag with 1 Year Warranty,https://www.amazon.in/Impulse-rucksack-75-backpack-trekking/dp/B09T9XDQ99/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1685041924&sprefix=ba%2Caps%2C283&sr=8-144,"1,244",4.0 out of 5 stars,364,['Impulse rucksack bags 75 litres travel bag for men tourist bag for travel backpack for hiking trekking Bag for men camping thames blue bag with 1 Year Warranty'],B09T9XDQ99,"[""The hiking traveling bag is 75 litres, which means it has large space thrice normal requirement of a backpack. This backpack bag comes with a convenient LAPTOP SLEEVE inside the main compartment. And has a powerful suspension system that can transport more items. The rain cover is made of polyester material, which can prevent water from immersing in the bag<br> <br>This Hiking bag has Widened and Thickened S-shaped shoulder pad conforms to the ergonomic design, which can minimize the shoulder pressure; the rich sponge padding has high elasticity, which greatly improves the shock resistance of the backpack during hiking, The breathable back support ensures a good air circulation; the chest strap and safety belt can be adjusted according to needs to ensure the comfort.<br> <br>Travel bags for men and women which is quite a big bag with a spacious main compartment and many large-capacity pouches. Rucksack bags 75 litres you can store tents, mats, sleeping bags, trekking poles, clothes, hiking shoes, umbrellas and cooking utensils and accessories. The backpack's internal mesh pocket compartment is easier to store and combine. Rain cover is stored in the bottom pocket.<br> <br>It is ideal for hiking, trekking, skiing, traveling, camping and other outdoor activities. The internal layout of the backpack is clear , More convenient for classification. Suitable for men and women of all ages.; Impulse tracking bag waterproof bagpack for travelling comes with one year warranty. If you have the idea of short-term mountaineering or outing, this tour bag can satisfy you to load everything,<br>;Pattern Name: Solid <br>Style Name: Casual; Strap Type: Shoulder Strap; Special Features: Laptop Compartment; Age Range Description: Adult<br> <br>""]",Brand: Impulse
Puma Unisex Gym Bag IND,https://www.amazon.in/PUMA-Gym-Bag-IND-Fig-CASTLEROCK/dp/B089T98TKG/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-145,619,4.0 out of 5 stars,443,['Puma Unisex Gym Bag IND'],B089T98TKG,['Care Instructions: Hand Wash OnlyStyle Name:-BackpackModel Name:-Gym Bag IND IIBrand Color:-Fig-CASTLEROCKDimensions:-40 x 20 x 20 cmMaterial:-Polyester'],Brand: Puma
"Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-146,319,4.4 out of 5 stars,640,"['Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent']",B099ZZ57FT,"['HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilkDURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPASELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storageSAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usageResistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees']",Visit the LuvLap Store
CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,https://www.amazon.in/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-147,499,3.8 out of 5 stars,"3,029",['CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment'],B084T7X2HX,"['Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.<br> <br>This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.<br> <br>Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.<br> <br>Closure Type: Zipper; Strap Type: Shoulder Strap; Age Range Description: Adult; Compartment Description: Greater Than 17 Inches <br>']",Visit the CAPRIFF Store
"Arctic Hunter Backpack,Original 41L Expandable Laptop Bag Business Travel Backpack with 17 inch Laptop Pocket 3 in 1 Convertible Laptop Backpack Tech Bag with USB Charging Port Water-resistant Multiple Compartments Large Capacity Bag for Men Women Travel Business College",https://www.amazon.in/Adjustable-Backpack-Charging-Resistant-Bussiness/dp/B084NZFNGS/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-148,"3,419",4.5 out of 5 stars,490,"['Arctic Hunter Backpack,Original 41L Expandable Laptop Bag Business Travel Backpack with 17 inch Laptop Pocket 3 in 1 Convertible Laptop Backpack Tech Bag with USB Charging Port Water-resistant Multiple Compartments Large Capacity Bag for Men Women Travel Business College']",B084NZFNGS,"['[41 L Expandable Original Arctic Hunter Backpack] -- Arctic Hunter original bag, 100% guarantee, two-year warranty. This arctic hunter backpack can easily expand 24L to 41L,You can choose to expand the capacity or not according to your needs, and the multifunctional backpack can be used for Long and short trips,daily,college and business, there is a 17 inch laptop pocket in the main compartment.[3 in 1 Convertible Business Travel bag]--Backpack,handbag,luggage bag.three modes can be converted freely,the sholder strp can be hidden,and there is a thickness handle at the side of the backpack, so it canbe used as a handbag. the Trolley Back Strap secures the bag to the trolley case, making you comfortable on the travel.[Multiple Pocket and Compartments]--There are three compartments and 15 pockets in this bag. The main compartment has a large pocket, wallet and power bank holder, computer and ipad pocket, you can put clothes, books, laptop and other things, the front compartment have many small pockets and can put small items, such as notebooks, pens, keys, cards. The back pocket can hold shoulder straps, books and other large items.Multiple compartments can help you store your belongings better.[Durable laptop comfortable bag]--Comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Breathable and adjustable ""S"" shoulder straps relieve the stress of shoulder.[Water-resistent and scratch-resistant]--Made of Water Resistant and Durable Polyester Fabric with metal zippers and durable shoulder strap buckles. Ensure a secure & long-lasting usage everyday & weekend.. Good Gift for college, high school students for boys,girls,teens,adults.']",Visit the ah arctic hunter Store
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/Mokobara-Backpack-Leather-Resistant-Laptop/dp/B0B7X81X69/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-149,"7,499",4.5 out of 5 stars,51,"['MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women']",B0B7X81X69,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Black, Water resistant: Yes; INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop <br>FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap <br>MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket <br>MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>Lining Description: Polyester; Style Name: Casual; Strap Type: Shoulder Strap; Pattern Name: Solid; Color Name: Crypto; Age Range Description: Adult <br>']",Visit the MOKOBARA Store
"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder",https://www.amazon.in/Harissons-Vervo-Laptop-Backpack-Built/dp/B07M5P5LW3/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-150,"2,960",4.3 out of 5 stars,"1,976","['HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder']",B07M5P5LW3,"[""Vervo Laptop Backpack - The All-Purpose Solution for Your Daily Needs: Elevate your style with Harissons' Vervo laptop bag, perfect for office, college, and business travel. This versatile backpack is spacious and reliable, with polished styling to refresh your official attire. With dedicated cushioned sleeves for your laptop and tablet, Vervo can safely accommodate devices up to 15.6 inches, making it the ideal choice for any situation.Fits Everything You Need in One Place: Vervo's front quick-access zippered pocket and internal organizer keep your phone charger, hard drive, passport, ID card, stationery, and other essentials in place. With a main compartment large enough to hold all your files, documents, and clothes, this bag is perfect for work or a weekend trip. Plus, the elasticized concealed Bottle Security System and zippered compartment for quick access to your boarding pass make Vervo the ultimate all-in-one solution.OCD-Level Organization for Maximum Efficiency: The zippered mesh pocket in Vervo's main compartment helps you stay organized, while the elasticized 2-Point suspension system on the ergonomically designed backstraps absorbs up to 25% weight and distributes the load evenly. With a detachable key chain holder, you'll never lose your keys again. Plus, the Built-In rain cover and water-repellent polyester fabric protect your devices from rain and other hazards.Comfortable and Convenient: Piggyback your Vervo all day long without the backaches or the sweat thanks to the Anti-Sweat air mesh padding on the back. With bar-tacked backstraps and all weight-bearing stress points, Vervo is built to last, and the Bottom Protection System with an elevated laptop cradle and studs protects your devices from impact. Plus, with a 1-year warranty against manufacturing and workmanship defects, you can trust Vervo to be your go-to backpack.Stylish and Durable Backpack for Men and Women: Vervo comes in trendy designs that suit both men and women. This backpack is waterproof, functional, and stylish, making it the best laptop bag for men and women. With a 15.6 inch laptop sleeve bag, office laptop bag for men, and laptop bag for women, this bag is perfect for anyone who wants to be organized and stylish. Whether you're looking for a laptop travel bag or a gaming laptop bag, Vervo has got you covered.""]",Visit the HARISSONS Store
ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-151,399,3.7 out of 5 stars,114,"[""ADISA Women's Girls Party Sling Bag Crossbody""]",B0B2WBJ2H8,"['Outer Material: PU / Synthetic LeatherClosure: MagneticPockets: 1, Compartments: 1Height Adjustable Sling beltDimensions: LxWxH - 7.2 x 2.5 x 6.2 inches']",Visit the ADISA Store
F Gear Burner Art Lthr Black 22 Ltrs Laptop Backpack (3344),https://www.amazon.in/F-Gear-Burner-Art-Black-Laptop-Backpack/dp/B085QX7J7R/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-152,978,4.2 out of 5 stars,457,['F Gear Burner Art Lthr Black 22 Ltrs Laptop Backpack (3344)'],B085QX7J7R,"['Outer Material: Art Leather, Color: BlackCapacity: 22 liters; Weight: 740 grams; Dimensions: 31 cms x 16 cms x 48 cms (LxWxH)Number of compartments: 2Laptop Compatibility: Yes, Laptop Size: Upto 16 Inches; Strap Type: AdjustableWarranty Type: 1 Year Manufacturer WarrantyThere might be minor color variation between actual product and image shown on screen due to lighting on the photography']",Visit the F Gear Store
"Storite Stylish Multi-Pocket Small Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Brown, 20.5x9x16.5cm)",https://www.amazon.in/Storite-Leather-Sling-Bag-Brown/dp/B08TR8RMNH/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-153,798,4.0 out of 5 stars,864,"['Storite Stylish Multi-Pocket Small Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Brown, 20.5x9x16.5cm)']",B08TR8RMNH,"['Messenger Sling Bag Dimension: Length (Horizontal Distance) – 16.5cm, Height – 20.5cm, Width – 9cm. Small capacity but perfectly fits up to 10” Tablet.Material: Leather Side Bag is Made of PU Leather with Zipper.Crossbody Sling Bag Structure: A total of 4 pockets(1 Front side pocket,2 Main Pockets,1 Rear Zipper Pocket)Ideal Application: Use this bag as a messenger Sling bag, shoulder bag, suitable for your office and business for everyday use.Disclaimer: The product in image may appear bigger or smaller than the real product. kindly read the dimension and check with any scale available to you before placing order.']",Brand: Storite
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07Y2BFJ1B/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-154,239,3.7 out of 5 stars,"11,592",['DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years)'],B07Y2BFJ1B,"['Non-Toxic and soft fabric good quality and washableSoft and cuddly filling printed workSoft toy school bag for kids, travelling bag, carry bag, picnic bag, teddy bagVery attractive to make you have a good feeling all the time, gift this soft, smooth and cuddly teddy as a great gift to your loved onetrap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper']",Visit the DZert Store
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 44cm 26 Litre Grey College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D21FV/ref=sr_1_155?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-155,"1,358",4.2 out of 5 stars,"1,390",['Cosmus Vogue Casual Laptop Backpack with USB Charger Port 44cm 26 Litre Grey College Bag'],B08D7D21FV,"['MADE IN INDIA : We Made this Elegant Laptop Bag in Our own Factory located in Mumbai. We offer 1 Year Manufacturer Warranty FREE NO-TOUCH DOOR OPENER: This Door Opener Keychain can be used to avoid touching surfaces contactless. Use it on door handles, ATM keypads, elevators, retail checkout payment pads etc<br>; Closure Type: Zipper Snap; Pattern Name: Solid; Age Range Description: Adult<br>; Pattern Name: Solid; Age Range Description: Adult; Closure Type: Zipper Snap<br><br> <br>Water Resistance Level: Water Resistant; Warranty Description: Cosmus Branded Backpack Comes With One Year Manufacturer Warranty.; Compartment Description: Up To 15 Inches; Strap Type: Adjustable Handle; Style Name: Casual Backpack<br><br> <br>Special Features: Usb Port; Lining Description: Polyester; Material Type: Polyester <br>']",Visit the COSMUS Store
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_156?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-156,"2,332",4.4 out of 5 stars,"7,201",['TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty'],B0847PGZZM,"['Care Instructions: Hand Wash OnlySMART & TRENDY LOOKS: This Large 81 x 32 x 27 Cm rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack backpack for men and women looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. A premium travel backpack with spacious shoe compartment for a pair of shoes.ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. Perfect for tourists on long travels, our spacious tour bagINTEGRATED RAIN COVER: Our backpacks are ideal for travelling adventurers who encounter different weather conditions. The waterproof integrated rain cover and water-resistant fabric provide long-lasting protection for your gear. Stay prepared for any weather condition with our reliable backpacks.1 YEAR WARRANTY : Invest in this versatile bag with a 1-year manufacturer warranty, perfect for flight travel, backpackers, and bike riders alike. Enjoy peace of mind knowing your belongings are protected..']",Visit the TRAWOC Store
"POLESTAR Enzo 15.6 inch 35 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/Polestar-Liters-Polyester-Casual-Backpack/dp/B09243WY6M/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1685041926&sprefix=ba%2Caps%2C283&sr=8-157,619,4.2 out of 5 stars,"3,870","['POLESTAR Enzo 15.6 inch 35 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty']",B09243WY6M,"['?DIMENSIONS: 32 Cm x 24 Cm x 48 Cm, CAPACITY: 35 Litres; ?NUMBER OF COMPARTMENTS: 3 full size compartments, 2 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches<br>?MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue & Grey<br>?SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 2 front tiffin pockets, rain cover in the side pocket<br>?CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product<br>Compartment Description: Up To 15 Inches; Style Name: Daypack Backpacks; Pattern Name: Solid; Pocket Description: Utility Pocket<br>']",Visit the POLESTAR Store
